Store,Month,Year,Address,City,State,Zip,Type,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Total_sales,X._Dry_Grocery,X._Dairy,X._Frozen_Food,X._Meat,X._Produce,X._Floral,X._Deli,X._Bakery,X._General_Merchandise,Cluster
S0001,11,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,997518.17,232814.99,148241.59,232235.1,181650.48,11252.23,90745.65,76300.93,129709.02,2100468.16,0.474902780721037,0.110839571117327,7.05754997019331e-02,0.110563494568754,8.64809490851792e-02,5.35701050569602e-03,4.32025829898797e-02,3.63256779859972e-02,6.17524333241976e-02,2
S0001,12,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,921081.62,234808.03,134346.46,233114.64,169543.65,13512.07,103557.11,76586.55,155714.72,2042264.85,0.45100987758762,0.11497432862344,6.5783074119892e-02,0.114145156050646,8.30174646544987e-02,6.61621826375752e-03,5.07069932677929e-02,3.75007923188807e-02,7.62460951134717e-02,2
S0002,01,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,686576,167673.87,117311.72,179759.49,136668.61,7013.21,55965.85,41015.24,96843.62,1488827.61,0.46115211417929,0.112621413569836,7.87946967211335e-02,0.120738955129936,9.17961280957169e-02,4.71055880002118e-03,3.75905508630378e-02,2.75486830876276e-02,6.5046899553401e-02,2
S0002,02,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,601695.95,140362.22,101264.94,149260.55,128012.95,11661.16,49124.08,37870.91,91082.36,1310335.12,0.459192416364449,0.107119329900888,7.72817109565071e-02,0.113910211000068,9.7694817185393e-02,8.89937224608618e-03,3.74897072132204e-02,2.89016980633168e-02,6.95107370700711e-02,2
S0002,03,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,757908.82,171130.06,127999.38,176519,159714.1,19896.71,61100.99,46822.03,108997.16,1630088.25,0.46494956331352,0.10498208302526,7.85229756732496e-02,0.108288002198654,9.79788057487072e-02,1.22059097107166e-02,3.74832405546141e-02,2.87236166508163e-02,6.68658031244627e-02,2
S0002,04,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,579840.43,131356.75,102415.69,143677.8,132603.4,9489.69,52555.11,36839.28,81001.34,1269779.49,0.456646555221962,0.103448473561343,8.06562799340852e-02,0.113151772517605,0.104430258201761,7.47349447265052e-03,4.13891627750264e-02,2.90123444977049e-02,6.37916588178629e-02,2
S0002,05,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,638950.04,141258.44,114639.27,162149.65,160135,18102.69,57296.44,42234.11,90227.59,1424993.23,0.448388123219364,9.91292007752205e-02,8.04489927296005e-02,0.113789768671392,0.112375972480936,1.27037024589934e-02,4.02082190944865e-02,2.96381127368584e-02,6.33179078331481e-02,3
S0002,06,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,627434.1,137513.99,116673.81,160166.01,179599.44,9014.43,61163.35,43097.33,91895.6,1426558.06,0.439823739105298,9.63956489790538e-02,8.17869340698268e-02,0.112274441882863,0.125897042003324,6.31900674270488e-03,4.2874770901368e-02,3.02107087039977e-02,6.4417707611564e-02,3
S0002,07,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,655834.5,143890.91,118828.24,165090.13,177827.72,6846.83,61435.8,43324.85,95299.03,1468378.01,0.446638737119197,9.79930978399765e-02,8.09248294313533e-02,0.112430265827803,0.121104864543702,4.66285244900937e-03,4.18392263992022e-02,2.95052429993827e-02,6.49008833903744e-02,2
S0002,08,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,670254.01,152367.75,124724.13,167080.53,147894.83,9300.82,60796.5,44179.24,89060.33,1465658.14,0.457305828492857,0.103958587505269,8.50976954284851e-02,0.113996931098817,0.100906770797179,6.34583177766133e-03,4.14806825280553e-02,3.01429363330251e-02,6.07647360386509e-02,2
S0002,09,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,656945.86,153329.71,117066.94,165979.76,133978.91,7486.02,56021.7,41047.34,86360.03,1418216.27,0.463219802153306,0.108114476785688,8.25451960158375e-02,0.117034167151389,9.4470013378143e-02,5.27847561641639e-03,3.95015211608029e-02,2.89429340702741e-02,6.08934136681424e-02,2
S0002,10,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,692894.22,161354.37,121625.5,167648.12,128491.04,10035.98,54906.02,45550.02,85994.64,1468499.91,0.471838108590691,0.109877003669684,8.28229536629661e-02,0.114162839819309,8.7498159942005e-02,6.8341713415563e-03,3.73891885359394e-02,3.10180611451314e-02,5.85595132927179e-02,2
S0002,11,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,709986.61,174100.07,108055.28,181560.2,140368.73,11041.55,55237.99,47261.07,87418.47,1515029.97,0.468628755905073,0.11491526467955,7.13222062531212e-02,0.119839345488327,9.26507942281828e-02,7.28800764251548e-03,3.64599982137647e-02,3.11948086413102e-02,5.77008189481559e-02,2
S0002,12,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,652752.4,169850.69,96072.62,172916.42,129998.42,9046.83,64182.59,45623.26,107812.28,1448255.51,0.450716324220993,0.117279505465165,6.63367888722895e-02,0.119396348783786,8.97620752017716e-02,6.24670849690052e-03,4.43171730104448e-02,3.15022174505657e-02,7.44428584980837e-02,2
S0003,01,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1106293.59,282367.68,177039.99,305679.25,305208.25,14064.31,98883.99,86983.19,216314.75,2592835,0.426673347899114,0.10890306556337,6.8280469061857e-02,0.117893830498277,0.117712176054396,5.42429811384064e-03,3.81374017243673e-02,3.35475223066643e-02,8.34278887781135e-02,2
S0003,02,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1020351.12,246120.8,161727.76,283888.59,306194.49,27585.95,91579.4,81016.21,202259.62,2420723.94,0.421506601037704,0.101672394746507,6.68096668635417e-02,0.11727425226356,0.126488809789686,1.13957438699103e-02,3.78314100533083e-02,3.3467760888092e-02,8.35533604876895e-02,3
S0003,03,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1215622.11,285560.98,205120.57,311634.14,369781.97,38015.77,105914.11,97806.54,236702.57,2866158.76,0.424129370279545,9.96319478129677e-02,7.15663671052193e-02,0.108728847944208,0.129016569200793,1.32636651292827e-02,3.69533298288054e-02,3.41246065518018e-02,8.25852961473774e-02,3
S0003,04,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,971541.43,238919.57,164502.47,260084.93,296864.52,26857.17,96100.91,79705.78,181572.26,2316149.04,0.41946412481297,0.103153797909309,7.10241297770717e-02,0.112291966323549,0.12817159641851,1.15956138988361e-02,0.0414916779276,3.44130617777516e-02,7.83940311544027e-02,3
S0003,05,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1068116.68,247437.11,190651.57,290271.87,356992.38,48521.43,104237.14,90448.22,213862.1,2610538.5,0.40915568952536,9.47839344257899e-02,7.30315105484941e-02,0.111192334455133,0.136750475045666,1.85867513541746e-02,3.99293632329115e-02,3.46473419181521e-02,8.19225994943189e-02,3
S0003,06,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,979573.51,234772.86,175203.14,264755.61,368092.88,22715.74,102449.33,86672.98,189068.3,2423304.35,0.404230492137729,9.68812935114816e-02,7.22992718599296e-02,0.109253965561528,0.151897090433564,9.37387002173293e-03,4.22767078349032e-02,3.57664442767992e-02,7.80208643623324e-02,3
S0003,07,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1016615.02,236331.6,181599.13,273467.27,370799.2,17010.13,105146.95,89704.14,204029.52,2494702.96,0.407509445533347,9.47333625643351e-02,7.27938888564112e-02,0.10961917085311,0.148634609388526,6.81849914508459e-03,4.21480840348223e-02,3.59578440553099e-02,8.17850955690532e-02,3
S0003,08,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1060044.79,254862.6,175301.43,291866.37,318219.38,19633.67,108035.39,93305.76,189905.15,2511174.54,0.422131067799055,0.101491392151499,6.98085406679856e-02,0.116227034541374,0.126721330967301,7.81852065129651e-03,4.30218562187239e-02,3.71562225220713e-02,7.56240344806937e-02,2
S0003,09,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1021252.45,250758.41,165733.63,273109.47,269514.86,15942.37,98750.24,87798.9,181726.69,2364587.02,0.431894635875993,0.106047444174839,7.00898840254989e-02,0.115499860098192,0.113979674979354,6.74213715340449e-03,4.17621509230817e-02,3.71307544435392e-02,7.68534583260971e-02,2
S0003,10,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1101210.84,273462.97,178351.63,291484.52,274197.96,18885.57,108111.34,97679.09,184515.65,2527899.57,0.435622859811634,0.108177940787418,7.05532894251808e-02,0.1153070016939,0.1084686920533,7.47085454822875e-03,4.27672607262638e-02,3.86404156079666e-02,7.29916853461073e-02,2
S0003,11,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1145499,275814.84,166156.19,332907.98,290358.17,20830.22,114806.2,103208.92,182004.66,2631586.18,0.435288423653296,0.104809351141979,6.31391786682814e-02,0.126504684714525,0.110335801353084,7.91546184514466e-03,4.36262360976527e-02,3.92192818097259e-02,6.91615807163116e-02,2
S0003,12,2015,1342 N Alvarado St,Los Angeles,CA,90026,Existing,1035754.9,268912.16,146049.64,289839.12,265918.97,21197.36,128859.27,97600.71,226870,2481002.13,0.417474409826484,0.108388524438711,5.88671965388437e-02,0.116823406354754,0.107182080492611,8.54387013363829e-03,5.19383955547027e-02,3.9339228620493e-02,9.14428880397616e-02,2
S0004,01,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1098489.82,250073.05,200854.71,334131.29,229020.78,7088.13,97109.36,78899.5,144033.72,2439700.36,0.450256038819456,0.102501542443515,8.2327614199311e-02,0.136955871908795,9.38725032610152e-02,2.90532809529118e-03,3.98038060706767e-02,3.2339832093151e-02,5.90374631087893e-02,2
S0004,02,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1004820.26,212544.28,183475.28,298207.65,222253.25,18430.95,86020.4,74318.65,127919.34,2227990.06,0.450998538117356,9.53973196810402e-02,8.23501340037397e-02,0.133846041485481,9.97550455857959e-02,8.27245611679255e-03,3.86089693775384e-02,3.33568139886585e-02,5.74146816435976e-02,2
S0004,03,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1228438.99,255802.24,234941.38,339239.83,270078.21,24558.3,106364.53,89182.88,153007.28,2701613.64,0.454705651397289,9.46849824166568e-02,8.69633527612779e-02,0.125569335665628,9.99692206173493e-02,9.09023393885441e-03,3.93707406659377e-02,3.30109674749791e-02,5.66355150620279e-02,2
S0004,04,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,965087.73,201511.25,179615.66,265606.54,212688.74,12449.64,91738.77,71235.68,114905.75,2114839.76,0.456340829340186,9.52844058502097e-02,8.49310966236042e-02,0.125591803702423,0.100569671529156,5.88680061509719e-03,4.33785914825055e-02,3.36837245768445e-02,5.43330762799731e-02,2
S0004,05,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1081833.84,210915.49,197772.52,295271.68,263765.44,23906.98,99024.76,85456.75,130565.02,2388512.48,0.452932044131501,8.83041188882547e-02,8.28015434945519e-02,0.123621577225336,0.110430840202267,1.00091501301262e-02,4.1458757628095e-02,3.57782304742239e-02,5.46637378256445e-02,2
S0004,06,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,982996.02,198207.66,184188.98,266971.03,279416.68,12149.28,100619.48,80631.72,122797.42,2227978.27,0.441205389314681,8.89630130907875e-02,8.26709050443297e-02,0.119826586100411,0.125412659433164,5.45305138905147e-03,4.5161786968416e-02,3.61905325046101e-02,5.51160761545488e-02,2
S0004,07,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,964523.23,195411.4,186031.44,252404.33,263650.23,8952.91,95666.09,80465.38,121768.34,2168873.35,0.444711642567788,9.0098114765438e-02,0.08577330714124,0.116375781001689,0.121560915486375,4.12790816024366e-03,4.41086566903503e-02,3.71000823999244e-02,5.61435917869524e-02,2
S0004,08,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,997688.3,205985.19,176077.4,283915.21,219539.21,10551.75,95831.41,82151.04,116940.36,2188679.87,0.455840213854573,9.41138961542146e-02,8.04491339338722e-02,0.129719843404965,0.100306679386602,4.82105681357594e-03,4.37850282782562e-02,3.75345161830359e-02,5.34296319909042e-02,2
S0004,09,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1002292.58,211229.9,164948.2,281197.11,189958.83,9834.78,89845.88,74181.53,110894.67,2134383.48,0.469593486546288,9.89652993378678e-02,7.72814264848039e-02,0.131746292376663,8.89993910560064e-02,4.60778491407739e-03,4.2094534952079e-02,3.47554835834842e-02,5.19563007487296e-02,2
S0004,10,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1089365.96,241498.97,191474.17,296939.58,202815.38,13034.86,91255.51,80830.08,117513.18,2324727.69,0.468599382493697,0.103882691740124,8.23641284197032e-02,0.127730908560736,8.72426395884672e-02,5.60704810979388e-03,3.92542792829211e-02,3.47696981232241e-02,5.05492236813336e-02,2
S0004,11,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1179300.03,263139.48,178024.22,326047.24,220509.94,14060.18,91504.81,83053.23,147220.93,2502860.06,0.471180969662363,0.105135514448219,7.11283154999884e-02,0.130269864148937,8.81031838432069e-02,5.61764527897736e-03,3.65600983700223e-02,3.3183329474681e-02,5.88210792736051e-02,2
S0004,12,2015,671 S Rancho Santa Fe Rd,San Marcos,CA,92078,Existing,1093697.13,264427.47,163443.48,325444.35,229115.19,15804.88,121407.77,81749.38,198642.3,2493731.95,0.438578464698261,0.106036845700277,6.55417195099899e-02,0.130504944607218,9.18764304238874e-02,6.33784236513471e-03,4.86851724380401e-02,3.27819435444936e-02,7.96566367126989e-02,2
S0005,01,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1048571.8,254489.48,207174.82,238398.76,273002.21,12223.71,74395.51,49143.32,160182.08,2317581.69,0.452442217905165,0.109808202704605,8.9392672065855e-02,0.102865310434861,0.117796154145488,5.27433835568488e-03,3.21004909216382e-02,2.12045686294665e-02,6.91160448372372e-02,3
S0005,02,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,963529.56,227619.02,198099.38,226657.83,265895.31,23154.25,73757.2,45720.49,160064.76,2184497.8,0.441076003830263,0.104197413245278,9.06841746418788e-02,0.103757408224444,0.121719193308412,1.05993469071015e-02,3.37639158986564e-02,2.09295198191548e-02,7.32730241248126e-02,3
S0005,03,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1106834.08,257385.97,221327.29,253421.45,320928.33,30113.23,79724.23,54175.2,164891.04,2488800.82,0.44472585797364,0.103417665219188,8.89292900506196e-02,0.101824721353153,0.128948981140242,1.20994937634262e-02,3.20331901851431e-02,2.17675916709156e-02,6.62532086436712e-02,3
S0005,04,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,957721.37,231727.22,202560.87,215530.19,301503.46,21502.05,73280.24,46940.04,149571.84,2200337.28,0.435261165960884,0.105314408889168,9.20590092442555e-02,9.79532510579469e-02,0.13702601993818,9.77216092980072e-03,3.33040941795978e-02,2.13331112582885e-02,6.79767785418788e-02,3
S0005,05,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1035362.68,237081.79,210074.2,229534.58,336246.68,28658.95,77649.61,52609.9,162101.68,2369320.07,0.436987257698788,0.100063217714608,8.86643398922459e-02,9.68778270636943e-02,0.141916950882875,1.20958541494143e-02,3.27729507647314e-02,2.2204640338019e-02,6.84169614956243e-02,3
S0005,06,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,986088.85,224995.23,207450.53,217868.14,352681.46,19563.68,83368.46,51350.82,157549.01,2300916.18,0.428563568969296,9.77850614271399e-02,9.0159968365297e-02,9.46875605003569e-02,0.153278708310009,8.50256092336228e-03,3.6232723610123e-02,2.23175535233969e-02,6.84722943710188e-02,3
S0005,07,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,940078.43,220686.44,195788.58,214682.27,324129.63,16160.24,77855.77,49731.47,141710.24,2180823.07,0.431065886514122,0.101194105581431,8.97773793267878e-02,9.84409386314865e-02,0.148627201563857,7.41015638650594e-03,3.57001771812695e-02,2.28039911555044e-02,6.49801636590354e-02,3
S0005,08,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,933379.32,226303.11,174602.59,223131.49,279719.62,15976.5,79715.72,50473.68,141927.7,2125229.73,0.439189847019503,0.106484069371644,8.21570428529625e-02,0.104991703649845,0.131618533305573,7.51754023316811e-03,3.75092249438841e-02,2.37497524561733e-02,6.67822861672465e-02,3
S0005,09,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,958600.55,237278.47,184408.57,222278.67,269136.49,14031.84,79102.99,48875.66,126924.12,2140637.36,0.447810809954284,0.110844776622977,8.61465717855172e-02,0.103837611243037,0.125727269377378,6.55498229742192e-03,3.69530082386304e-02,2.28322932754944e-02,0.05929267720526,3
S0005,10,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1017947.81,242945.58,188327.29,234546.94,271958.13,16481.86,84640.71,51883.12,166027.35,2274758.79,0.447497033300836,0.106800589613284,8.27900042975545e-02,0.103108488263057,0.119554711117305,7.2455418449004e-03,3.72086527908306e-02,2.28081853021436e-02,7.29867934700892e-02,3
S0005,11,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1209665.95,309947.22,221867,303322.81,349996.65,25557.2,101332.97,66223.5,162838.83,2750752.13,0.439758252591083,0.112677262563821,8.06568492959778e-02,0.110269044852107,0.127236709619489,9.29098617111677e-03,3.68382773914275e-02,2.40746882562625e-02,5.91979292587151e-02,3
S0005,12,2015,1430 S Fairfax Ave,Los Angeles,CA,90019,Existing,1090305.17,286544.21,190764.77,255062.39,303111.05,23593.85,99912.84,61928.74,181008.23,2492231.25,0.437481541891427,0.114974968715283,7.65437677583089e-02,0.102342986831579,0.121622361488325,9.46695857376798e-03,4.00897147887059e-02,2.48487133768185e-02,7.26289865757842e-02,3
S0006,01,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1339698.36,309630.06,223627.47,346217.67,263358.36,14835.24,130889.24,95001.54,208918.96,2932176.9,0.45689547584936,0.105597332821222,7.62667047816931e-02,0.118075300982011,8.98166682917391e-02,5.0594628175401e-03,4.46389302091562e-02,3.2399661834864e-02,7.12504624124145e-02,2
S0006,02,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1238897.2,271384.56,197898.44,320451.62,275135.02,30214.93,121137.52,93071.24,195760.48,2743951.01,0.451501209564233,9.89028444789909e-02,7.21217103653757e-02,0.116784745366135,0.100269654595619,1.10114684591253e-02,4.41471147110604e-02,3.39186959463974e-02,7.13425565130625e-02,2
S0006,03,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1556064.65,320610.4,261470.37,349295.12,351706.2,41097.61,143348.49,113103.52,235655.57,3372351.93,0.461418227486121,9.50702674735374e-02,7.7533536068402e-02,0.103576117573233,0.104291072610562,1.21866314231326e-02,4.25069782085288e-02,3.35384688038772e-02,6.98787003526053e-02,2
S0006,04,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1220856.26,253591.72,206763.74,280570.55,274610.03,20807.55,123412.48,89671.18,184320.42,2654603.93,0.459901473889553,9.55290230433735e-02,7.78887342338863e-02,0.105692057044457,0.103446705136159,7.83828795130278e-03,4.64899786387343e-02,3.37794949320368e-02,6.94342451304967e-02,2
S0006,05,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1397599.44,272787.6,225621.42,323210.87,336423.39,42610.64,135554.01,106808.82,217796.5,3058412.69,0.456968886040033,8.91925412459625e-02,7.37707572093549e-02,0.105679286205159,0.109999344136909,1.39322728222135e-02,4.43216870120952e-02,3.49229586802427e-02,7.12122666480304e-02,2
S0006,06,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1298027.36,254341.93,215801.87,283898.7,359935.99,18384.99,142677.77,104712.75,208924.74,2886706.1,0.449656915194796,8.81080100256829e-02,7.47571323592658e-02,9.83469359766136e-02,0.124687438738568,6.36884717845021e-03,4.94258040331851e-02,3.62741291882814e-02,7.23747873051572e-02,2
S0006,07,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1247927.72,250240.59,210098.6,281247.9,335026.64,15380.86,131883.61,101047.48,198290.25,2771143.65,0.450329494827885,9.03022800712623e-02,7.58165676470796e-02,0.10149163505111,0.120898330189415,5.5503654601233e-03,4.75917623397112e-02,3.64641796898548e-02,7.15553847235599e-02,2
S0006,08,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1299370.15,273739.12,208278.05,292657.66,291230.68,18276.29,140312.28,103110.85,184627.35,2811602.43,0.462145762905746,9.73605361409508e-02,7.4078058753136e-02,0.104089275523922,0.10358174288532,6.50031092767266e-03,4.99047370648346e-02,3.66733393383786e-02,6.56662364600389e-02,2
S0006,09,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1304092.22,277351.87,215729.49,307304.32,263607.38,17467.32,135311.85,98905.53,179269.38,2799039.36,0.465907067487611,9.90882350436115e-02,7.70726889671177e-02,0.109789209966665,9.41778039162693e-02,6.24046958739444e-03,0.04834224624837,3.53355266858413e-02,6.40467520971195e-02,2
S0006,10,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1427912.04,309738.24,237485.77,317898.92,259494.96,23572.58,125933.76,107418.26,181326.4,2990780.93,0.477437857676858,0.103564335619861,7.94059396386481e-02,0.106292947374116,8.67649507180722e-02,7.88174746052029e-03,4.21073167669288e-02,3.59164587825562e-02,6.06284459624396e-02,2
S0006,11,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1346847.72,304900.34,194972.6,305325.5,258834.2,22993.92,123391.06,107058.59,173693.71,2838017.64,0.474573413856582,0.10743426527821,6.87002777051097e-02,0.10758407407221,9.12024634209109e-02,8.10210608838922e-03,4.34779045277534e-02,3.7723017817465e-02,6.12024772333691e-02,2
S0006,12,2015,9643 Mission Gorge Rd,Santee,CA,92071,Existing,1244692.62,316069.33,179877.06,293929.66,254882.74,20538.53,149612.04,106414.96,200617.36,2766634.3,0.449894162014835,0.114243263014559,6.50165654347595e-02,0.106240879034862,9.21273693454896e-02,7.42365190802413e-03,5.40772736028032e-02,3.84636885330309e-02,7.25131471116367e-02,2
S0007,01,2015,820 Arneill Rd,Camarillo,CA,93010,Existing,1123638.64,274041.3,227170.94,288984.43,237605.68,12690.78,112445.95,71347.6,177450.94,2525376.26,0.444939099886842,0.108515037676009,8.99552845246118e-02,0.114432227219876,9.40872391031347e-02,5.02530264539669e-03,4.45264144519993e-02,2.82522652683842e-02,7.02671292237459e-02,2
S0007,02,2015,820 Arneill Rd,Camarillo,CA,93010,Existing,977535.31,226812.2,197071.7,254392.62,232129.18,22384.42,96128.57,67829.73,150823.62,2225107.35,0.439320516378682,0.1019331494276,8.85672774394458e-02,0.114328245781041,0.104322688071656,1.00599281198725e-02,4.32017673214733e-02,3.04838011523354e-02,6.77826263078948e-02,3
S0007,03,2015,820 Arneill Rd,Camarillo,CA,93010,Existing,1210420.99,269996.46,249690.93,297539.25,276716.03,37320.5,115862.08,81631.14,183477.23,2722654.61,0.444573830831962,9.91666217993035e-02,9.17086321132742e-02,0.109282774578594,0.101634643257229,1.3707394196431e-02,4.25548211566946e-02,2.99821871272904e-02,6.73890949392218e-02,3
