Store,Month,Year,Address,City,State,Zip,Type,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Total_sales,%_Dry_Grocery,%_Dairy,%_Frozen_Food,%_Meat,%_Produce,%_Floral,%_Deli,%_Bakery,%_General_Merchandise
S0001,05,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,980781.81,204558.97,159386.02,206973.17,199163.33,20681.9,84083.18,71737.36,147052.42,2074418.16,0.472798507510173,9.86102869442678e-02,7.68340844065885e-02,9.97740831578528e-02,9.6009249167005e-02,9.96997635230883e-03,4.05333802129846e-02,3.45819186233888e-02,7.08885136254302e-02
S0001,05,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,864538.2,180642.42,213640.32,233686.16,217438.55,31823.09,82959.89,73450.31,125420.97,2023599.91,0.427227830821558,8.92678533475523e-02,0.105574386984431,0.115480416284462,0.107451353859766,1.57259791536559e-02,4.09961917818033e-02,3.62968537590022e-02,6.19791340077693e-02
S0001,05,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,868173.99,183355.57,151743.63,195295.96,212767.84,28451.07,84205.26,69689.89,133016.13,1926699.34,0.450601695851518,9.51656370007373e-02,7.87583339287385e-02,0.101362966159525,0.110431262202021,1.47667409280371e-02,4.37044110888625e-02,3.61706097849185e-02,6.90383430556425e-02
S0001,06,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,955377.11,190142.23,174658.83,204284.23,249080.61,7745.86,96336.42,70991.65,144022.4,2092639.34,0.456541694375296,9.08623986778342e-02,0.0834634170645,9.76203716021127e-02,0.119027013035127,3.70147872685983e-03,4.6035844858006e-02,3.39244554200152e-02,6.88233262402493e-02
S0001,06,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,956965.77,198280.76,168127.79,199576.59,215567.34,11089.78,86484.55,71879.77,150350.19,2058322.54,0.464925079234666,9.63312387377345e-02,8.16819457265429e-02,9.69607950753918e-02,0.104729621238079,5.38777562043313e-03,4.20170057507119e-02,3.49215288678712e-02,7.30450097485693e-02
S0001,06,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,798324.3,192355.18,151437.66,189010.82,208491.59,11783.81,84378.36,69209.37,117054.94,1822046.03,0.438147163603765,0.105570977260108,8.31140692971406e-02,0.103735480272142,0.114427180525181,6.46735033362467e-03,4.63096752830114e-02,3.79844245757062e-02,6.42436788493208e-02
S0001,06,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,835600.97,173816,149778.42,187190.93,224984.23,11366.73,83773.13,67312.62,128035.09,1861858.12,0.448799487471151,9.33562005250969e-02,8.04456679008388e-02,0.100539846720436,0.120838547031715,6.10504628569657e-03,4.49943683141656e-02,3.61534637236483e-02,6.8767372027252e-02
S0001,07,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,945024.03,198793.34,165896.02,213794.29,241885.27,7634.52,103923.93,71490.19,149828.89,2098270.48,0.450382369197702,9.47415225514682e-02,7.90632197237031e-02,0.101890720018136,0.115278403001695,3.63848229900275e-03,4.9528376341643e-02,3.40710078521431e-02,7.14058990145065e-02
S0001,07,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,950899.42,193440.35,164890.22,199072.63,235252.47,8656.32,87220.36,70586.32,143739.48,2053757.57,0.463004706052039,9.41885024920444e-02,8.02870905547046e-02,9.69309293891002e-02,0.114547341631953,4.21486943076733e-03,4.24686736516813e-02,3.43693535357243e-02,6.99885332619857e-02
S0001,07,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,818164.73,173441.43,148129.32,205087.98,208292.65,8632.83,91589.6,74363.17,118082.07,1845783.78,0.443261414942112,9.39662770251454e-02,8.02528018747678e-02,0.111111595097016,0.112847806041507,4.67705377712226e-03,4.96209799828233e-02,4.02881262722983e-02,6.39739449872075e-02
S0001,07,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,846885.72,181239.74,158106.97,197917.06,223336.07,9451.17,83294.08,69071.26,131519.99,1900822.06,0.445536559061188,9.53480832393117e-02,8.31782065913103e-02,0.10412182400703,0.117494464473966,4.97214873442704e-03,4.38200301610557e-02,3.63375728078408e-02,6.91911109238705e-02
S0001,08,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,928578.08,196562.92,161679.33,198964.63,219766.45,7559.83,95250.34,68084.78,141150.06,2017596.42,0.460239753994012,9.74243005447045e-02,8.01346237519592e-02,9.86146823159014e-02,0.108924881022539,3.74694855971245e-03,4.72098081934542e-02,3.3745490091621e-02,6.9959511526096e-02
S0001,08,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,892443.53,193710.38,156672.04,190554.58,185553.61,6812.94,88532.87,66654.58,132949.92,1913884.45,0.466299587731119,0.101213205426273,8.18607622837418e-02,9.9564307552632e-02,9.69513128130593e-02,3.55974468573586e-03,4.62582106249936e-02,3.48268569714331e-02,6.94660119110116e-02
S0001,08,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,788542.51,183217.54,157280.54,189122.91,185866.72,10980.38,91456.96,69923.4,113575.9,1789966.86,0.440534697944073,0.102358062651506,8.78678502461213e-02,0.105657213117342,0.103838078879293,6.13440407494472e-03,5.10942196996876e-02,3.90640751862859e-02,6.34513982007466e-02
S0001,08,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,896144.52,196267.89,157932.57,208524.75,194610.94,9459.03,92455.94,73295.94,131166.03,1959857.61,0.457249810102276,0.100143953825299,8.05836960777982e-02,0.106397908162318,9.92985097524508e-02,4.82638634140365e-03,4.7174825113953e-02,3.73986046874089e-02,6.69263059370931e-02
S0001,09,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,947503.26,193425.59,147674.58,214734.42,178874.76,8040.42,103112.04,70439.07,134790.11,1998594.25,0.474084852390624,9.67808198187301e-02,7.38892248889438e-02,0.107442728808011,8.95002875145868e-02,4.0230376926182e-03,5.15922829258615e-02,3.52443073425234e-02,6.74424586181012e-02
S0001,09,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,959335.4,204847.89,143248.8,200681.65,178775.18,7819.38,86346.83,69813.36,126814.99,1977683.48,0.485080352696277,0.10357971438382,7.24326220290822e-02,0.101473088100023,9.0396254915372e-02,3.95380761333962e-03,4.36605912286834e-02,3.53005729713635e-02,6.41229960620392e-02
S0001,09,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,766094.09,177700.86,132454.94,184765.72,153864.55,8952.41,83719.5,65305.22,99056.16,1671913.45,0.458213964365201,0.106285920482307,7.9223562679037e-02,0.110511533955301,9.20290162149243e-02,5.35458937781738e-03,5.00740633434105e-02,3.90601678573732e-02,5.92471817246282e-02
S0001,09,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,869452.46,195960.28,152510.7,216571.18,169414.44,8699.77,85178.17,67740.94,121200.29,1886728.23,0.460825489424092,0.103862483681606,8.08334224161156e-02,0.114786632518876,8.97927095732278e-02,4.61103505087217e-03,4.5145966782932e-02,3.59039203012296e-02,6.42383402510493e-02
S0001,10,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,979563.86,207095.63,146025.46,199805.68,177484.49,8946.97,93919.79,74824.26,141211.89,2028878.03,0.482810620212591,0.102073967452839,7.19735035033131e-02,9.84808731947282e-02,8.7479132493736e-02,4.4098116632472e-03,4.62914914604305e-02,3.68796245479577e-02,6.96009754711573e-02
S0001,10,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,888646.84,217528.48,141071.32,207806.83,158301.6,9344.54,85299.55,70241.39,123549.87,1901790.42,0.467268543712614,0.114380889561953,7.41781631227273e-02,0.109269048689392,8.32381940382263e-02,4.91354878104812e-03,4.4852234559053e-02,3.69343484231033e-02,6.49650291118829e-02
S0001,10,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,860372.44,186335.03,128989.04,199756.87,162062.69,14223.67,94766.09,71431.69,106486.42,1824423.94,0.471585809162316,0.102133624710055,7.07012428262699e-02,0.109490379741454,8.88295129475225e-02,7.79625266263498e-03,5.19430204363576e-02,3.91530106757972e-02,5.8367146837593e-02
S0001,10,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,948261.29,214009.96,154926.49,218848.61,168859.19,12467.68,87570.83,73659.74,120816.38,1999420.17,0.474268142448518,0.107036011345229,7.74857092694028e-02,0.109456037947241,8.44540795044595e-02,6.23564780783421e-03,4.37981127298521e-02,3.68405506282354e-02,6.04257083192274e-02
S0001,11,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,994570.25,234222.9,144805.54,209325.89,180675.77,10560.68,90619.91,73595.85,153019.99,2091396.78,0.475553113359962,0.111993526163887,6.92386740692983e-02,0.100089037145787,8.63900010403574e-02,5.04958222226966e-03,4.33298505891359e-02,3.5189807454901e-02,7.31664079544007e-02
S0001,11,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,970015.85,219780.26,147022.54,250247.98,171555.56,11109.5,78625.56,68612.18,143193.27,2060162.7,0.470844293025983,0.106681020872769,7.13645286365004e-02,0.121470008169743,8.32728211223318e-02,5.39253525947247e-03,3.81647332999476e-02,3.33042531058348e-02,6.95058065074181e-02
S0001,11,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,797319.23,210592.06,124840.73,191803.39,164032.75,12073.92,88018.26,67120.97,83460.6,1739261.91,0.458423901205311,0.121081280967051,7.1777993459306e-02,0.110278612379892,9.43117014504158e-02,6.94197919852106e-03,5.06066737240281e-02,3.85916402895295e-02,4.7986217325946e-02
S0001,11,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,997518.17,232814.99,148241.59,232235.1,181650.48,11252.23,90745.65,76300.93,129709.02,2100468.16,0.474902780721037,0.110839571117327,7.05754997019331e-02,0.110563494568754,8.64809490851792e-02,5.35701050569602e-03,4.32025829898797e-02,3.63256779859972e-02,6.17524333241976e-02
S0001,12,2012,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,1186792.4,285311.03,160108.4,232407.64,189645.21,11009.01,118512.46,82519.27,206675.83,2472981.25,0.479903517262818,0.115371287186266,0.06474307073699,9.39787311367605e-02,7.6686877427801e-02,4.45171591980327e-03,4.79229108591098e-02,3.33683362945028e-02,8.35735531759491e-02
S0001,12,2013,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,1109900.28,281560.87,153463.05,250948.67,195937.69,13230.46,108576.78,78574.56,191195.64,2383388,0.465681743803359,0.118134718308559,6.43886140233986e-02,0.105290733191574,8.22097325320091e-02,5.55111463177628e-03,4.55556459963715e-02,3.29675906734447e-02,8.02201068395075e-02
S0001,12,2014,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,876083.88,224236.28,129441.52,207837.85,169510.32,13135.09,112140.43,76688.44,115741.96,1924815.77,0.455152068917224,0.116497528488142,6.72487840225873e-02,0.107978048205621,8.80657373250844e-02,6.82407646732861e-03,5.82603445731328e-02,3.98419636805033e-02,6.01314483203761e-02
S0001,12,2015,1000 W El Norte Pkwy,Escondido,CA,92027,Existing,921081.62,234808.03,134346.46,233114.64,169543.65,13512.07,103557.11,76586.55,155714.72,2042264.85,0.45100987758762,0.11497432862344,6.5783074119892e-02,0.114145156050646,8.30174646544987e-02,6.61621826375752e-03,5.07069932677929e-02,3.75007923188807e-02,7.62460951134717e-02
S0002,01,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,682994.35,157925.97,117923.13,152754.06,135158.26,6372.49,56493.87,36293.98,100341.17,1446257.28,0.472249550232169,0.109196318099087,8.15367581071053e-02,0.105620253126747,9.3453814801195e-02,4.4061938965659e-03,3.90621162508513e-02,2.50951061764059e-02,6.93798893098744e-02
S0002,01,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,655652.88,160188.33,114496.95,172894.34,141978.18,7784.92,50825.47,41401.12,82710.17,1427932.36,0.459162421390884,0.112182015400225,8.01837350334998e-02,0.121080202986646,9.94292054562024e-02,5.45188288890659e-03,3.55937517936774e-02,2.89937542979977e-02,5.79230307519608e-02
S0002,01,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,686576,167673.87,117311.72,179759.49,136668.61,7013.21,55965.85,41015.24,96843.62,1488827.61,0.46115211417929,0.112621413569836,7.87946967211335e-02,0.120738955129936,9.17961280957169e-02,4.71055880002118e-03,3.75905508630378e-02,2.75486830876276e-02,6.5046899553401e-02
S0002,02,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,604919.07,146187.41,105864.84,144692.64,131221.32,9322.99,50395.25,34358.76,83525.06,1310487.34,0.46159856073085,0.111551943721944,8.07828025259672e-02,0.110411322249019,0.100131696045229,7.11413969096413e-03,3.84553505110549e-02,2.62183074580484e-02,6.37358770669238e-02
S0002,02,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,576258.65,141520.95,99112.2,143380.31,130062.1,18996.08,45844.04,40896.51,74047.44,1270118.28,0.453704713233479,0.11142344160262,7.80338347700971e-02,0.112887368253609,0.102401565309335,1.49561503830966e-02,3.6094307689202e-02,0.03219897756294,5.82996411956216e-02
S0002,02,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,601695.95,140362.22,101264.94,149260.55,128012.95,11661.16,49124.08,37870.91,91082.36,1310335.12,0.459192416364449,0.107119329900888,7.72817109565071e-02,0.113910211000068,9.7694817185393e-02,8.89937224608618e-03,3.74897072132204e-02,2.89016980633168e-02,6.95107370700711e-02
S0002,03,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,810091.02,185539.03,126403.87,189093.59,180807.28,19301.57,67572.47,46586.48,110267.06,1735662.37,0.466733066293302,0.106898111756608,7.28274531872233e-02,0.108946067661765,0.10417191910429,1.11205787102477e-02,3.89318056137842e-02,2.68407501396715e-02,6.35302475331075e-02
S0002,03,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,689119.26,164400.97,125309.22,162310.79,154101.28,8922.98,56245.21,40855.38,98460.83,1499725.92,0.45949679925516,0.109620676556687,8.35547471233944e-02,0.10822696856503,0.102752961687826,5.949740469912e-03,3.75036593353004e-02,2.72418976395367e-02,6.56525493671537e-02
S0002,03,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,609335.22,162973.34,104937.66,157552.57,146359.8,8815.22,47906.47,42104.5,79936.74,1359921.52,0.448066459011546,0.119840253722877,7.71644969630306e-02,0.1158541634079,0.107623710521178,6.48215347015025e-03,3.52273784151897e-02,3.09609778070134e-02,5.87804066811149e-02
S0002,03,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,757908.82,171130.06,127999.38,176519,159714.1,19896.71,61100.99,46822.03,108997.16,1630088.25,0.46494956331352,0.10498208302526,7.85229756732496e-02,0.108288002198654,9.79788057487072e-02,1.22059097107166e-02,3.74832405546141e-02,2.87236166508163e-02,6.68658031244627e-02
S0002,04,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,751082.58,164307.53,130063.89,197884.09,177368.09,8521.86,66264.61,42715.75,100207.96,1638416.36,0.458419848786178,0.100284356291462,7.93839058101202e-02,0.120777657518019,0.10825580989682,5.20127862981056e-03,4.0444304401355e-02,2.60713644241199e-02,6.11614742421151e-02
S0002,04,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,658934.59,158985.62,112470.56,159130.99,139567.44,19201.56,53479.75,38996.76,98379.97,1439147.24,0.45786461015622,0.110472101520342,7.8150836046491e-02,0.110573112727507,9.69792639146499e-02,1.33423179132109e-02,3.71607216506909e-02,2.70971301032409e-02,6.83599059676479e-02
S0002,04,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,588626.48,140816.6,95297.04,131041.32,137803.87,18940.06,44983.31,40782.79,79109.55,1277401.02,0.460800070443031,0.110236799403839,7.46022889507321e-02,0.102584323911061,0.10787831529992,1.48270274592391e-02,3.52147127610717e-02,3.19263797049418e-02,6.19300820661627e-02
S0002,04,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,579840.43,131356.75,102415.69,143677.8,132603.4,9489.69,52555.11,36839.28,81001.34,1269779.49,0.456646555221962,0.103448473561343,8.06562799340852e-02,0.113151772517605,0.104430258201761,7.47349447265052e-03,4.13891627750264e-02,2.90123444977049e-02,6.37916588178629e-02
S0002,05,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,723571.98,154310.35,126615.63,190839.35,192246.74,18580.24,62500.18,44851.31,107978.43,1621494.21,0.446237782125661,9.51655263696563e-02,7.80857737382855e-02,0.117693513071502,0.118561471767451,1.14587149836323e-02,3.85448061513584e-02,2.7660481131166e-02,6.6591930661288e-02
S0002,05,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,699204.61,154500.75,120241.26,173705.98,152378.35,18273.64,58199.91,45897.06,102289.71,1524691.27,0.458587665422915,0.101332481558709,7.88626932979029e-02,0.113928625038956,9.99404620451457e-02,1.1985141096794e-02,3.81716030944416e-02,3.01025269200892e-02,6.70888015250458e-02
S0002,05,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,599089.35,135200.06,138036.6,170226.45,160416.88,17704.66,51977.88,44622.04,85047.97,1402321.89,0.427212435512933,9.64115735225384e-02,9.84343188139208e-02,0.121388998641389,0.114393764473006,1.26252468325942e-02,3.70655841363212e-02,3.1820112285347e-02,6.06479657819504e-02
S0002,05,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,638950.04,141258.44,114639.27,162149.65,160135,18102.69,57296.44,42234.11,90227.59,1424993.23,0.448388123219364,9.91292007752205e-02,8.04489927296005e-02,0.113789768671392,0.112375972480936,1.27037024589934e-02,4.02082190944865e-02,2.96381127368584e-02,6.33179078331481e-02
S0002,06,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,712703.5,147477.61,135324.34,180384.15,194825.62,7169.3,65439.16,42608.99,106671.7,1592604.37,0.447508190624894,9.2601535433436e-02,8.49704688428049e-02,0.113263628681365,0.12233146139113,4.50162019836728e-03,4.10894012553789e-02,2.67542842419803e-02,6.69794093306425e-02
S0002,06,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,693043.75,150159.1,130849.4,170735.69,164978.69,9961.74,60667.18,46282.88,97941.21,1524619.64,0.454568294817454,9.84895485145397e-02,8.58242912310903e-02,0.111985760592721,0.108209736823277,6.53391819090039e-03,3.97916820748813e-02,3.03570010419123e-02,6.42397667132243e-02
S0002,06,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,575444.47,131874.68,99909.9,138020.56,156955.14,8661.98,54735.81,42335.74,73086.57,1281024.85,0.449206328823364,0.102944669652583,7.79921638522469e-02,0.107742297114689,0.122523103279378,6.76175797838738e-03,4.27281406758034e-02,3.30483362598313e-02,5.70532023637168e-02
S0002,06,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,627434.1,137513.99,116673.81,160166.01,179599.44,9014.43,61163.35,43097.33,91895.6,1426558.06,0.439823739105298,9.63956489790538e-02,8.17869340698268e-02,0.112274441882863,0.125897042003324,6.31900674270488e-03,4.2874770901368e-02,3.02107087039977e-02,6.4417707611564e-02
S0002,07,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,682578.93,148681.54,125240.04,182462.82,188189.39,6600.97,68435.12,45332.35,108208.35,1555729.51,0.438751676054535,9.55703025778562e-02,8.0502451869027e-02,0.117284411478445,0.12096536627373,4.24300622799139e-03,4.39890865090037e-02,2.91389664518223e-02,6.95547325575897e-02
S0002,07,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,702612.16,151851.87,128812.63,171252.85,180168.14,8242.78,63582.34,46433.33,101682.91,1554639.01,0.451945535574847,9.76766111124408e-02,8.28569392453364e-02,0.110156022651201,0.115890659401374,5.3020540118828e-03,4.08984591220312e-02,2.98675960794268e-02,6.54061228014599e-02
S0002,07,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,598705.55,135437.89,106437.83,149218.75,155908.51,6507.82,60619.48,46061.22,75761.47,1334658.52,0.448583320024061,0.101477559967923,7.97491106564097e-02,0.111802942673306,0.116815280960406,4.87601877370101e-03,4.54194680449048e-02,3.45116142517114e-02,5.67646846475756e-02
S0002,07,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,655834.5,143890.91,118828.24,165090.13,177827.72,6846.83,61435.8,43324.85,95299.03,1468378.01,0.446638737119197,9.79930978399765e-02,8.09248294313533e-02,0.112430265827803,0.121104864543702,4.66285244900937e-03,4.18392263992022e-02,2.95052429993827e-02,6.49008833903744e-02
S0002,08,2012,12419 Woodside Ave,Lakeside,CA,92040,Existing,688899.9,147833.71,124423.09,174031.81,172259.24,6008.89,63223.71,43213.4,108084.64,1527978.39,0.450857096218488,9.67511785294294e-02,8.14298754578591e-02,0.113896774417078,0.112736699109992,3.93257525062249e-03,4.13773587465462e-02,2.8281420917216e-02,7.07370213527693e-02
S0002,08,2013,12419 Woodside Ave,Lakeside,CA,92040,Existing,663437.13,154080.16,121556.43,166009.22,147482.11,6421.97,65561,45357.06,92369.85,1462274.93,0.453702047671706,0.105370171394513,8.31283006404274e-02,0.113528049065301,0.100857989817277,4.39176646487402e-03,4.48349340161361e-02,3.10181478663523e-02,6.31685930634125e-02
S0002,08,2014,12419 Woodside Ave,Lakeside,CA,92040,Existing,561498.39,136719.84,103533.19,136651.29,135247.51,9142.57,61695.9,42277.31,68154.77,1254920.77,0.447437323074986,0.108946989537834,8.25017741956729e-02,0.108892364575335,0.107773744154382,7.28537627120475e-03,4.91631834255162e-02,3.36892264521209e-02,5.43100183129489e-02
S0002,08,2015,12419 Woodside Ave,Lakeside,CA,92040,Existing,670254.01,152367.75,124724.13,167080.53,147894.83,9300.82,60796.5,44179.24,89060.33,1465658.14,0.457305828492857,0.103958587505269,8.50976954284851e-02,0.113996931098817,0.100906770797179,6.34583177766133e-03,4.14806825280553e-02,3.01429363330251e-02,6.07647360386509e-02
